left_1,left_2,left_3,left_4,left_5,left_6,left_7,left_8,left_9,left_10,left_11,left_12,left_13,left_14,left_15,left_16,left_17,left_18,left_19,left_20,left_21,left_22,left_23,left_24,left_25,left_26,left_27,left_28,left_29,left_30,left_31,left_32,left_33,left_34,left_35,left_36,left_37,left_38,left_39,left_40,left_41,left_42,left_43,left_44,left_45,left_46,left_47,left_48,right_1,right_2,right_3,right_4,right_5,right_6,right_7,right_8,right_9,right_10,right_11,right_12,right_13,right_14,right_15,right_16,right_17,right_18,right_19,right_20,right_21,right_22,right_23,right_24,right_25,right_26,right_27,right_28,right_29,right_30,right_31,right_32,right_33,right_34,right_35,right_36,right_37,right_38,right_39,right_40,right_41,right_42,right_43,right_44,right_45,right_46,right_47,right_48,label
0,0,0,0,0,0,0,0,61,50,0,18,0,0,0,0,0,0,0,48,175,279,20,125,0,0,0,0,0,0,0,16,340,339,0,0,0,0,0,0,0,0,0,35,254,358,0,533,0,0,0,0,0,0,0,74,120,61,37,67,0,0,0,0,0,0,0,86,737,417,0,24,0,0,0,0,0,0,0,0,240,187,290,135,0,0,0,0,0,0,0,10,105,24,0,0,forward
0,0,0,0,0,0,0,12,91,27,0,0,0,0,0,0,0,0,0,42,128,192,0,0,0,0,0,0,0,0,0,35,448,409,0,0,0,0,0,0,0,0,0,119,515,522,40,245,0,0,0,0,0,0,51,388,344,138,0,0,0,0,0,0,0,0,65,213,813,379,0,0,0,0,0,0,0,0,0,19,113,43,0,0,0,0,0,0,0,0,0,4,7,0,0,0,forward
0,129,142,0,0,0,0,0,25,52,0,0,0,504,456,195,0,0,16,16,77,17,0,0,0,544,526,379,19,0,0,0,90,135,0,0,0,410,390,126,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,126,48,0,0,0,0,129,160,19,0,0,0,18,215,27,0,0,165,905,372,123,0,0,0,0,72,0,0,0,421,483,357,104,0,0,0,27,0,0,0,0,backward
0,153,121,0,0,0,0,0,0,0,0,0,0,594,482,139,0,0,22,11,51,0,0,0,0,692,590,380,0,0,0,0,51,49,0,0,0,575,487,134,0,0,0,0,127,0,0,0,0,0,200,0,0,16,31,237,66,0,0,0,0,344,287,138,9,0,0,0,45,0,0,0,274,1071,396,119,0,0,0,0,25,0,0,0,243,329,217,0,0,0,0,0,0,0,0,0,backward
0,0,0,0,0,0,0,0,0,0,0,0,0,141,131,6,0,0,0,0,41,0,0,0,0,249,280,212,0,0,0,0,110,175,0,0,0,255,301,168,0,0,0,0,503,155,0,0,0,0,144,0,16,34,61,278,138,0,0,0,0,238,282,178,53,15,27,75,313,5,0,0,180,1074,393,175,0,0,0,0,52,0,0,0,217,358,265,12,0,0,0,0,0,0,0,0,backward
0,60,116,0,0,0,0,12,35,81,0,0,0,449,457,199,0,7,74,53,109,72,0,0,0,560,578,437,59,0,0,37,172,301,0,0,0,509,511,244,0,0,0,0,441,159,0,0,0,0,8,0,0,0,13,187,95,0,0,0,0,44,101,46,0,0,4,58,315,61,0,0,9,599,215,78,0,0,0,0,59,0,0,0,72,125,141,0,0,0,0,9,0,0,0,0,backward
0,271,211,0,0,0,0,3,15,0,0,0,0,739,561,209,0,0,47,43,101,14,0,0,0,804,685,450,18,0,0,37,146,117,0,0,0,576,448,100,0,0,0,0,233,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,133,143,3,0,0,0,29,133,0,0,0,237,972,355,116,0,0,0,0,20,0,0,0,386,431,334,41,0,0,0,0,0,0,0,0,backward
0,312,86,0,0,0,0,0,0,0,0,0,0,655,773,52,0,0,0,0,17,10,0,0,0,651,367,91,0,0,0,0,15,0,0,0,0,495,317,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,740,258,11,0,0,0,0,0,0,0,0,612,764,360,0,0,0,0,0,13,0,0,0,476,419,158,0,0,0,0,0,0,0,0,0,backward
0,127,68,0,0,0,0,0,0,0,0,0,0,543,788,187,0,0,0,6,0,29,0,0,0,614,431,256,0,0,0,0,210,0,0,0,0,559,458,158,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,19,351,248,159,0,0,40,102,0,0,0,0,174,406,305,87,0,0,7,37,5,0,0,0,245,369,297,30,0,0,0,21,0,0,0,0,backward
0,62,63,0,0,0,0,0,6,0,0,0,0,398,719,223,0,0,0,0,26,0,0,0,0,523,398,289,12,0,0,0,442,84,0,0,0,455,466,227,44,0,0,0,110,29,0,0,0,0,0,0,0,0,0,27,44,0,0,0,0,208,202,268,57,18,64,131,36,0,0,0,37,239,231,92,5,0,0,50,95,0,0,0,71,199,190,35,0,0,0,21,18,0,0,0,backward
0,150,143,14,0,0,0,15,139,0,0,0,0,439,707,270,57,9,0,0,40,11,0,0,0,400,311,228,0,0,0,0,182,37,0,0,0,230,277,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,76,57,0,0,0,0,31,0,0,0,0,17,395,313,93,0,0,0,18,55,8,0,0,333,541,403,166,0,0,0,87,161,39,0,0,strafe_left
0,0,0,0,0,0,0,0,0,0,0,0,0,394,699,138,0,0,0,0,0,0,0,0,0,525,405,256,0,0,0,0,355,76,0,0,0,542,514,260,64,0,0,0,127,96,0,0,0,143,151,49,68,82,146,114,68,0,0,0,45,513,338,353,59,0,5,81,0,0,0,0,54,384,267,60,0,0,0,0,0,0,0,0,0,100,55,0,0,0,0,0,0,0,0,0,strafe_right
0,0,0,0,0,0,0,0,0,0,0,0,0,292,565,74,0,0,0,0,9,13,0,0,0,506,375,217,0,0,0,0,285,28,0,0,0,678,588,310,70,0,0,0,192,149,26,0,0,0,82,32,124,205,280,224,141,0,0,0,0,186,205,390,174,102,123,165,0,0,0,0,0,130,145,73,0,0,0,0,0,0,0,0,0,33,59,0,0,0,0,0,0,0,0,0,strafe_right
0,0,0,0,0,0,0,0,0,0,0,0,0,216,448,19,0,0,0,0,19,0,0,0,0,413,328,154,0,0,0,0,218,0,0,0,0,531,498,246,45,0,0,0,155,91,5,0,0,30,119,78,155,187,282,262,171,0,0,0,0,290,276,468,209,113,121,198,0,0,0,0,0,213,210,120,0,0,0,0,0,0,0,0,0,77,82,0,0,0,0,0,0,0,0,0,strafe_right
0,0,0,0,0,0,0,0,0,0,0,0,0,54,234,0,0,0,0,0,0,0,0,0,0,173,161,101,0,0,0,0,283,51,9,0,0,222,277,188,70,0,0,0,195,146,30,0,0,0,78,55,247,470,482,330,197,0,0,0,0,129,165,459,339,321,300,336,260,13,0,0,0,80,126,156,36,0,11,46,0,0,0,0,0,28,71,0,0,0,0,17,0,0,0,0,strafe_right
0,0,0,0,0,0,0,0,0,0,0,0,0,196,381,15,0,0,0,0,0,0,0,0,0,313,267,149,0,0,0,0,233,29,0,0,0,415,381,196,25,0,0,0,126,26,0,0,0,176,181,60,116,173,158,106,22,0,0,0,36,469,369,515,223,110,84,159,0,0,0,0,101,331,300,178,0,0,4,0,0,0,0,0,3,197,124,0,0,0,0,0,0,0,0,0,strafe_right
0,0,0,0,0,0,0,0,0,0,0,0,0,318,531,20,0,0,0,0,8,0,0,0,0,459,322,132,0,0,0,0,131,0,0,0,0,606,482,176,0,0,0,0,81,5,0,0,0,358,249,74,95,145,131,53,19,0,0,0,135,787,440,485,162,69,55,109,0,0,0,0,100,422,309,113,0,0,0,0,0,0,0,0,0,166,82,0,0,0,0,0,0,0,0,0,strafe_right
0,0,0,0,0,0,0,0,0,0,0,0,0,198,412,25,0,0,0,0,0,0,0,0,0,295,242,126,0,0,0,0,219,34,0,0,0,395,372,171,23,0,0,0,105,52,0,0,0,146,186,64,132,247,222,135,90,0,0,0,0,380,362,532,260,177,151,208,79,0,0,0,29,291,302,210,0,0,18,0,0,0,0,0,0,210,154,0,0,0,0,0,0,0,0,0,strafe_right
0,0,0,0,0,0,0,0,0,0,0,0,0,5,34,0,0,0,0,0,30,15,0,0,0,96,118,55,9,0,0,0,135,233,4,0,0,73,145,116,0,0,0,8,438,206,8,17,0,41,691,282,261,211,272,271,357,134,10,0,0,17,63,131,85,0,0,0,51,98,0,0,0,0,66,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,strafe_right
0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,38,33,0,0,0,0,31,0,0,0,0,0,129,208,0,0,0,0,22,15,0,0,0,7,544,273,37,36,0,90,810,330,307,251,340,314,393,132,0,0,0,33,73,134,39,0,0,0,34,22,0,0,0,0,62,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,strafe_right
0,0,0,0,0,0,0,0,0,0,0,0,0,7,32,0,0,0,0,0,28,0,0,0,0,100,134,46,13,0,0,9,164,208,0,0,0,120,184,159,3,0,25,47,780,339,45,0,0,77,680,256,231,176,237,233,309,98,0,0,0,27,55,96,14,0,0,0,30,9,0,0,0,0,66,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,strafe_right
0,0,0,0,0,0,0,0,0,0,0,0,0,220,204,21,0,0,0,0,42,0,0,0,0,555,391,158,12,0,0,3,99,91,0,0,0,609,410,211,0,0,0,25,483,103,0,0,0,459,1052,411,254,137,128,137,148,53,0,0,0,244,215,204,47,0,0,0,14,0,0,0,0,0,178,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,strafe_right
0,0,77,55,130,374,216,590,793,396,3,0,0,21,118,149,149,225,459,272,364,255,0,0,0,0,89,53,96,0,0,0,194,232,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,125,0,0,0,0,16,33,10,0,0,0,0,18,13,0,0,0,0,40,107,0,0,0,0,56,45,0,0,0,0,22,24,0,0,0,0,18,0,0,0,0,0,0,0,0,0,strafe_left
0,62,198,172,248,537,283,660,795,273,0,0,0,127,197,222,203,256,453,238,255,106,0,0,0,26,108,52,45,0,0,0,86,64,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,21,64,0,0,0,21,104,107,0,0,0,0,48,75,0,0,0,0,87,135,0,0,0,0,23,72,0,0,strafe_left
0,0,20,0,23,130,80,323,409,195,0,0,0,0,43,33,26,75,259,167,187,90,0,0,0,0,31,0,0,0,0,0,121,89,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,33,135,0,0,0,0,159,216,0,0,0,0,148,284,106,420,0,0,116,232,51,0,0,0,179,662,103,47,strafe_left
0,208,267,63,0,8,0,139,141,43,0,0,0,562,382,232,48,19,118,60,94,29,0,0,0,456,380,162,40,0,0,0,89,31,0,0,0,101,145,0,0,0,0,0,98,0,0,0,0,0,249,0,0,0,0,0,0,17,0,0,0,63,211,97,0,0,0,0,38,101,0,0,0,137,292,306,21,0,0,0,75,112,27,56,0,122,222,269,14,0,0,0,50,115,0,0,strafe_left
0,0,0,0,0,0,0,63,93,0,0,0,0,0,9,0,0,0,0,0,38,33,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,48,0,0,0,0,10,55,13,0,0,0,0,0,0,0,0,0,0,36,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,forward
0,0,0,0,0,0,0,0,87,8,0,0,0,0,0,0,0,0,0,0,75,151,0,0,0,0,0,0,0,0,0,0,71,72,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,23,44,0,0,0,0,0,0,0,0,0,0,17,230,47,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,forward
0,0,0,0,0,0,0,0,115,20,0,0,0,0,0,0,0,0,0,0,87,136,0,0,0,0,0,0,0,0,0,0,98,67,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,52,47,0,0,0,0,0,0,0,0,0,0,46,162,8,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,forward
0,0,0,0,0,0,0,50,98,0,0,0,0,0,5,0,0,0,0,0,43,45,0,0,0,0,0,0,0,0,0,0,58,13,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,42,23,0,0,0,0,0,0,0,0,0,0,62,113,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,forward
0,0,0,0,0,0,0,7,15,0,0,0,0,0,0,0,0,0,0,76,80,5,0,0,0,0,0,0,0,0,0,17,72,0,0,0,0,0,0,0,0,0,0,22,38,0,0,0,0,0,0,0,0,0,0,0,53,28,0,0,0,0,0,0,0,0,0,0,53,185,0,0,0,0,0,0,0,0,0,0,4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,forward
0,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,83,78,11,0,0,0,0,0,0,0,0,0,8,60,0,0,0,0,0,0,0,0,0,0,24,35,0,0,0,0,0,0,0,0,0,0,0,62,26,0,0,0,0,0,0,0,0,0,0,32,167,0,0,0,0,0,0,0,0,0,0,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,forward
0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,25,126,127,14,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,12,107,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,forward
